"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"42508" 151 72 1 1 "ByFB" 1 -9 13 0.25 -8 1
"42428" 151 72 2 1 "ByFB" 1 -9 13 0.25 -8 1
"42632" 151 72 3 1 "ByFB" 1 -9 13 0.25 -8 1
"42633" 151 72 4 1 "ByFB" 1 -9 13 0.25 -8 1
"42513" 151 72 5 1 "ByFB" 1 -9 13 0.25 -8 1
"42635" 151 72 6 1 "ByFB" 1 -9 13 0.25 -8 1
"42636" 151 72 7 1 "ByFB" 1 -9 13 0.25 -8 1
"42639" 151 72 8 1 "ByFB" 1 -9 13 0.25 -8 1
"42761" 151 72 9 1 "ByFB" 1 -9 13 0.25 -8 1
"42762" 151 72 10 1 "ByFB" 1 -9 13 0.25 -8 1
"43371" 151 72 11 1 "ByFB" 1 -9 13 0.25 -8 1
"43372" 151 72 12 1 "ByFB" 1 -9 13 0.25 -8 1
"43373" 151 72 13 1 "ByFB" 1 -9 13 0.25 -8 1
"43374" 151 72 14 1 "ByFB" 1 -9 13 0.25 -8 1
"43739" 151 72 15 1 "ByFB" 1 -9 13 0.25 -8 1
"43376" 151 72 16 1 "ByFB" 1 -9 13 0.25 -8 1
"43377" 151 72 17 1 "ByFB" 1 -9 13 0.25 -8 1
"43378" 151 72 18 1 "ByFB" 1 -9 13 0.25 -8 1
"43379" 151 72 19 1 "ByFB" 1 -9 13 0.25 -8 1
"43380" 151 72 20 1 "ByFB" 1 -9 13 0.25 -8 1
"43381" 151 72 21 1 "ByFB" 1 -9 13 0.25 -8 1
"43382" 151 72 22 1 "ByFB" 1 -9 13 0.25 -8 1
"43383" 151 72 23 1 "ByFB" 1 -9 13 0.25 -8 1
"43384" 151 72 24 1 "ByFB" 1 -9 13 0.25 -8 1
"42656" 151 72 25 1 "ByFB" 1 -9 13 0.25 -8 1
"44598" 151 75 1 0 "ByFB" 1 13 50 0.6 -45 1
"44518" 151 75 2 0 "ByFB" 1 13 50 0.6 -45 1
"44479" 151 75 3 0 "ByFB" 1 13 50 0.6 -45 1
"44480" 151 75 4 0 "ByFB" 1 13 50 0.6 -45 1
"44482" 151 75 5 0 "ByFB" 1 13 50 0.6 -45 1
"44483" 151 75 6 1 "ByFB" 1 13 50 0.6 -45 1
"44484" 151 75 7 0 "ByFB" 1 13 50 0.6 -45 1
"44485" 151 75 8 0 "ByFB" 1 13 50 0.6 -45 1
"44607" 151 75 9 0 "ByFB" 1 13 50 0.6 -45 1
"44458" 151 75 10 1 "ByFB" 1 13 50 0.6 -45 1
"44975" 151 75 11 1 "ByFB" 1 13 50 0.6 -45 1
"44855" 151 75 12 0 "ByFB" 1 13 50 0.6 -45 1
"45586" 151 75 13 0 "ByFB" 1 13 50 0.6 -45 1
"45587" 151 75 14 0 "ByFB" 1 13 50 0.6 -45 1
"45588" 151 75 15 0 "ByFB" 1 13 50 0.6 -45 1
"45589" 151 75 16 0 "ByFB" 1 13 50 0.6 -45 1
"45226" 151 75 17 1 "ByFB" 1 13 50 0.6 -45 1
"45227" 151 75 18 1 "ByFB" 1 13 50 0.6 -45 1
"45592" 151 75 19 0 "ByFB" 1 13 50 0.6 -45 1
"45593" 151 75 20 1 "ByFB" 1 13 50 0.6 -45 1
"45594" 151 75 21 0 "ByFB" 1 13 50 0.6 -45 1
"45595" 151 75 22 0 "ByFB" 1 13 50 0.6 -45 1
"45596" 151 75 23 1 "ByFB" 1 13 50 0.6 -45 1
"45597" 151 75 24 0 "ByFB" 1 13 50 0.6 -45 1
"45234" 151 75 25 0 "ByFB" 1 13 50 0.6 -45 1
"46569" 151 77 1 0 "ByFB" 1 1 38 0.4 -9 1
"46610" 151 77 2 1 "ByFB" 1 1 38 0.4 -9 1
"46692" 151 77 3 1 "ByFB" 1 1 38 0.4 -9 1
"46693" 151 77 4 1 "ByFB" 1 1 38 0.4 -9 1
"46695" 151 77 5 0 "ByFB" 1 1 38 0.4 -9 1
"46696" 151 77 6 1 "ByFB" 1 1 38 0.4 -9 1
"46697" 151 77 7 0 "ByFB" 1 1 38 0.4 -9 1
"46698" 151 77 8 1 "ByFB" 1 1 38 0.4 -9 1
"46699" 151 77 9 1 "ByFB" 1 1 38 0.4 -9 1
"46497" 151 77 10 1 "ByFB" 1 1 38 0.4 -9 1
"47066" 151 77 11 0 "ByFB" 1 1 38 0.4 -9 1
"47067" 151 77 12 0 "ByFB" 1 1 38 0.4 -9 1
"47068" 151 77 13 1 "ByFB" 1 1 38 0.4 -9 1
"47798" 151 77 14 1 "ByFB" 1 1 38 0.4 -9 1
"47799" 151 77 15 1 "ByFB" 1 1 38 0.4 -9 1
"47800" 151 77 16 0 "ByFB" 1 1 38 0.4 -9 1
"47437" 151 77 17 1 "ByFB" 1 1 38 0.4 -9 1
"47438" 151 77 18 1 "ByFB" 1 1 38 0.4 -9 1
"47439" 151 77 19 1 "ByFB" 1 1 38 0.4 -9 1
"47804" 151 77 20 0 "ByFB" 1 1 38 0.4 -9 1
"47805" 151 77 21 1 "ByFB" 1 1 38 0.4 -9 1
"47806" 151 77 22 0 "ByFB" 1 1 38 0.4 -9 1
"47807" 151 77 23 0 "ByFB" 1 1 38 0.4 -9 1
"47808" 151 77 24 0 "ByFB" 1 1 38 0.4 -9 1
"47445" 151 77 25 1 "ByFB" 1 1 38 0.4 -9 1
"48659" 151 78 1 0 "ByFB" 1 19 44 0.05 9 1
"48660" 151 78 2 0 "ByFB" 1 19 44 0.05 9 1
"48782" 151 78 3 0 "ByFB" 1 19 44 0.05 9 1
"48783" 151 78 4 0 "ByFB" 1 19 44 0.05 9 1
"48784" 151 78 5 0 "ByFB" 1 19 44 0.05 9 1
"48543" 151 78 6 0 "ByFB" 1 19 44 0.05 9 1
"48544" 151 78 7 0 "ByFB" 1 19 44 0.05 9 1
"48909" 151 78 8 0 "ByFB" 1 19 44 0.05 9 1
"48910" 151 78 9 0 "ByFB" 1 19 44 0.05 9 1
"48668" 151 78 10 0 "ByFB" 1 19 44 0.05 9 1
"48669" 151 78 11 0 "ByFB" 1 19 44 0.05 9 1
"48670" 151 78 12 0 "ByFB" 1 19 44 0.05 9 1
"49279" 151 78 13 0 "ByFB" 1 19 44 0.05 9 1
"49280" 151 78 14 0 "ByFB" 1 19 44 0.05 9 1
"50010" 151 78 15 0 "ByFB" 1 19 44 0.05 9 1
"50011" 151 78 16 0 "ByFB" 1 19 44 0.05 9 1
"49648" 151 78 17 0 "ByFB" 1 19 44 0.05 9 1
"49649" 151 78 18 0 "ByFB" 1 19 44 0.05 9 1
"49650" 151 78 19 0 "ByFB" 1 19 44 0.05 9 1
"49651" 151 78 20 0 "ByFB" 1 19 44 0.05 9 1
"50016" 151 78 21 0 "ByFB" 1 19 44 0.05 9 1
"50017" 151 78 22 0 "ByFB" 1 19 44 0.05 9 1
"50018" 151 78 23 0 "ByFB" 1 19 44 0.05 9 1
"49898" 151 78 24 0 "ByFB" 1 19 44 0.05 9 1
"49656" 151 78 25 0 "ByFB" 1 19 44 0.05 9 1
"50749" 151 79 1 0 "ByFB" 0.01 19 65 0.01 9 1
"50871" 151 79 2 0 "ByFB" 0.01 19 65 0.01 9 1
"50872" 151 79 3 0 "ByFB" 0.01 19 65 0.01 9 1
"50873" 151 79 4 0 "ByFB" 0.01 19 65 0.01 9 1
"50874" 151 79 5 0 "ByFB" 0.01 19 65 0.01 9 1
"50754" 151 79 6 0 "ByFB" 0.01 19 65 0.01 9 1
"50755" 151 79 7 0 "ByFB" 0.01 19 65 0.01 9 1
"50756" 151 79 8 0 "ByFB" 0.01 19 65 0.01 9 1
"50757" 151 79 9 0 "ByFB" 0.01 19 65 0.01 9 1
"50879" 151 79 10 0 "ByFB" 0.01 19 65 0.01 9 1
"50880" 151 79 11 0 "ByFB" 0.01 19 65 0.01 9 1
"50881" 151 79 12 0 "ByFB" 0.01 19 65 0.01 9 1
"50882" 151 79 13 0 "ByFB" 0.01 19 65 0.01 9 1
"51004" 151 79 14 0 "ByFB" 0.01 19 65 0.01 9 1
"50884" 151 79 15 0 "ByFB" 0.01 19 65 0.01 9 1
"50764" 151 79 16 0 "ByFB" 0.01 19 65 0.01 9 1
"51496" 151 79 17 0 "ByFB" 0.01 19 65 0.01 9 1
"51863" 151 79 18 0 "ByFB" 0.01 19 65 0.01 9 1
"51864" 151 79 19 0 "ByFB" 0.01 19 65 0.01 9 1
"51865" 151 79 20 0 "ByFB" 0.01 19 65 0.01 9 1
"51866" 151 79 21 0 "ByFB" 0.01 19 65 0.01 9 1
"52231" 151 79 22 0 "ByFB" 0.01 19 65 0.01 9 1
"52111" 151 79 23 0 "ByFB" 0.01 19 65 0.01 9 1
"52112" 151 79 24 0 "ByFB" 0.01 19 65 0.01 9 1
"51870" 151 79 25 0 "ByFB" 0.01 19 65 0.01 9 1
"53084" 151 80 1 1 "ByFB" 1 3 50 0.4 -36 1
"53085" 151 80 2 1 "ByFB" 1 3 50 0.4 -36 1
"53086" 151 80 3 1 "ByFB" 1 3 50 0.4 -36 1
"53087" 151 80 4 1 "ByFB" 1 3 50 0.4 -36 1
"52967" 151 80 5 1 "ByFB" 1 3 50 0.4 -36 1
"52968" 151 80 6 1 "ByFB" 1 3 50 0.4 -36 1
"52969" 151 80 7 1 "ByFB" 1 3 50 0.4 -36 1
"52970" 151 80 8 1 "ByFB" 1 3 50 0.4 -36 1
"52971" 151 80 9 0 "ByFB" 1 3 50 0.4 -36 1
"52729" 151 80 10 1 "ByFB" 1 3 50 0.4 -36 1
"52973" 151 80 11 1 "ByFB" 1 3 50 0.4 -36 1
"52974" 151 80 12 0 "ByFB" 1 3 50 0.4 -36 1
"53096" 151 80 13 1 "ByFB" 1 3 50 0.4 -36 1
"52976" 151 80 14 0 "ByFB" 1 3 50 0.4 -36 1
"53706" 151 80 15 1 "ByFB" 1 3 50 0.4 -36 1
"53707" 151 80 16 1 "ByFB" 1 3 50 0.4 -36 1
"53708" 151 80 17 0 "ByFB" 1 3 50 0.4 -36 1
"53709" 151 80 18 0 "ByFB" 1 3 50 0.4 -36 1
"54075" 151 80 19 1 "ByFB" 1 3 50 0.4 -36 1
"54076" 151 80 20 0 "ByFB" 1 3 50 0.4 -36 1
"54077" 151 80 21 0 "ByFB" 1 3 50 0.4 -36 1
"54078" 151 80 22 0 "ByFB" 1 3 50 0.4 -36 1
"54079" 151 80 23 1 "ByFB" 1 3 50 0.4 -36 1
"53959" 151 80 24 0 "ByFB" 1 3 50 0.4 -36 1
"53717" 151 80 25 0 "ByFB" 1 3 50 0.4 -36 1
"54810" 151 83 1 1 "ByFB" 1 9 64 0.01 9 1
"54811" 151 83 2 1 "ByFB" 1 9 64 0.01 9 1
"54933" 151 83 3 1 "ByFB" 1 9 64 0.01 9 1
"55177" 151 83 4 1 "ByFB" 1 9 64 0.01 9 1
"55178" 151 83 5 1 "ByFB" 1 9 64 0.01 9 1
"55179" 151 83 6 1 "ByFB" 1 9 64 0.01 9 1
"55180" 151 83 7 1 "ByFB" 1 9 64 0.01 9 1
"55181" 151 83 8 1 "ByFB" 1 9 64 0.01 9 1
"55182" 151 83 9 1 "ByFB" 1 9 64 0.01 9 1
"54819" 151 83 10 1 "ByFB" 1 9 64 0.01 9 1
"54820" 151 83 11 1 "ByFB" 1 9 64 0.01 9 1
"55185" 151 83 12 1 "ByFB" 1 9 64 0.01 9 1
"55186" 151 83 13 1 "ByFB" 1 9 64 0.01 9 1
"55187" 151 83 14 1 "ByFB" 1 9 64 0.01 9 1
"55188" 151 83 15 1 "ByFB" 1 9 64 0.01 9 1
"55189" 151 83 16 1 "ByFB" 1 9 64 0.01 9 1
"55919" 151 83 17 1 "ByFB" 1 9 64 0.01 9 1
"55920" 151 83 18 1 "ByFB" 1 9 64 0.01 9 1
"55921" 151 83 19 1 "ByFB" 1 9 64 0.01 9 1
"55922" 151 83 20 1 "ByFB" 1 9 64 0.01 9 1
"56288" 151 83 21 1 "ByFB" 1 9 64 0.01 9 1
"56289" 151 83 22 1 "ByFB" 1 9 64 0.01 9 1
"56290" 151 83 23 1 "ByFB" 1 9 64 0.01 9 1
"56170" 151 83 24 1 "ByFB" 1 9 64 0.01 9 1
"56171" 151 83 25 1 "ByFB" 1 9 64 0.01 9 1
"57021" 151 84 1 0 "ByFB" 1 27 22 0.99 -7 1
"57022" 151 84 2 0 "ByFB" 1 27 22 0.99 -7 1
"57023" 151 84 3 0 "ByFB" 1 27 22 0.99 -7 1
"57024" 151 84 4 0 "ByFB" 1 27 22 0.99 -7 1
"57389" 151 84 5 0 "ByFB" 1 27 22 0.99 -7 1
"57390" 151 84 6 0 "ByFB" 1 27 22 0.99 -7 1
"57391" 151 84 7 0 "ByFB" 1 27 22 0.99 -7 1
"57392" 151 84 8 0 "ByFB" 1 27 22 0.99 -7 1
"57393" 151 84 9 0 "ByFB" 1 27 22 0.99 -7 1
"57030" 151 84 10 0 "ByFB" 1 27 22 0.99 -7 1
"57031" 151 84 11 0 "ByFB" 1 27 22 0.99 -7 1
"57032" 151 84 12 0 "ByFB" 1 27 22 0.99 -7 1
"57033" 151 84 13 0 "ByFB" 1 27 22 0.99 -7 1
"57034" 151 84 14 0 "ByFB" 1 27 22 0.99 -7 1
"57399" 151 84 15 0 "ByFB" 1 27 22 0.99 -7 1
"57400" 151 84 16 0 "ByFB" 1 27 22 0.99 -7 1
"57401" 151 84 17 0 "ByFB" 1 27 22 0.99 -7 1
"57402" 151 84 18 0 "ByFB" 1 27 22 0.99 -7 1
"57039" 151 84 19 0 "ByFB" 1 27 22 0.99 -7 1
"57040" 151 84 20 0 "ByFB" 1 27 22 0.99 -7 1
"57041" 151 84 21 0 "ByFB" 1 27 22 0.99 -7 1
"58136" 151 84 22 0 "ByFB" 1 27 22 0.99 -7 1
"58137" 151 84 23 0 "ByFB" 1 27 22 0.99 -7 1
"58138" 151 84 24 0 "ByFB" 1 27 22 0.99 -7 1
"58139" 151 84 25 0 "ByFB" 1 27 22 0.99 -7 1
"59234" 151 85 1 0 "ByFB" 1 20 70 0.25 6 1
"59235" 151 85 2 0 "ByFB" 1 20 70 0.25 6 1
"58437" 151 85 3 0 "ByFB" 1 20 70 0.25 6 1
"58465" 151 85 4 0 "ByFB" 1 20 70 0.25 6 1
"58629" 151 85 5 0 "ByFB" 1 20 70 0.25 6 1
"58509" 151 85 6 0 "ByFB" 1 20 70 0.25 6 1
"58550" 151 85 7 0 "ByFB" 1 20 70 0.25 6 1
"58511" 151 85 8 0 "ByFB" 1 20 70 0.25 6 1
"58876" 151 85 9 0 "ByFB" 1 20 70 0.25 6 1
"58877" 151 85 10 0 "ByFB" 1 20 70 0.25 6 1
"58878" 151 85 11 0 "ByFB" 1 20 70 0.25 6 1
"58473" 151 85 12 0 "ByFB" 1 20 70 0.25 6 1
"58447" 151 85 13 0 "ByFB" 1 20 70 0.25 6 1
"58638" 151 85 14 0 "ByFB" 1 20 70 0.25 6 1
"58639" 151 85 15 0 "ByFB" 1 20 70 0.25 6 1
"58559" 151 85 16 1 "ByFB" 1 20 70 0.25 6 1
"58520" 151 85 17 0 "ByFB" 1 20 70 0.25 6 1
"58885" 151 85 18 0 "ByFB" 1 20 70 0.25 6 1
"58886" 151 85 19 0 "ByFB" 1 20 70 0.25 6 1
"58887" 151 85 20 0 "ByFB" 1 20 70 0.25 6 1
"58524" 151 85 21 0 "ByFB" 1 20 70 0.25 6 1
"58522" 151 85 22 0 "ByFB" 1 20 70 0.25 6 1
"59255" 151 85 23 0 "ByFB" 1 20 70 0.25 6 1
"59256" 151 85 24 0 "ByFB" 1 20 70 0.25 6 1
"60350" 151 85 25 0 "ByFB" 1 20 70 0.25 6 1
"61445" 151 89 1 1 "ByFB" 1 17 44 0.1 17 1
"61446" 151 89 2 1 "ByFB" 1 17 44 0.1 17 1
"60595" 151 89 3 1 "ByFB" 1 17 44 0.1 17 1
"60475" 151 89 4 1 "ByFB" 1 17 44 0.1 17 1
"60476" 151 89 5 1 "ByFB" 1 17 44 0.1 17 1
"60412" 151 89 6 1 "ByFB" 1 17 44 0.1 17 1
"60721" 151 89 7 1 "ByFB" 1 17 44 0.1 17 1
"60722" 151 89 8 1 "ByFB" 1 17 44 0.1 17 1
"60723" 151 89 9 1 "ByFB" 1 17 44 0.1 17 1
"61088" 151 89 10 1 "ByFB" 1 17 44 0.1 17 1
"61089" 151 89 11 1 "ByFB" 1 17 44 0.1 17 1
"60483" 151 89 12 1 "ByFB" 1 17 44 0.1 17 1
"60455" 151 89 13 1 "ByFB" 1 17 44 0.1 17 1
"60498" 151 89 14 1 "ByFB" 1 17 44 0.1 17 1
"60512" 151 89 15 1 "ByFB" 1 17 44 0.1 17 1
"60730" 151 89 16 1 "ByFB" 1 17 44 0.1 17 1
"60731" 151 89 17 1 "ByFB" 1 17 44 0.1 17 1
"60732" 151 89 18 1 "ByFB" 1 17 44 0.1 17 1
"60733" 151 89 19 1 "ByFB" 1 17 44 0.1 17 1
"61098" 151 89 20 1 "ByFB" 1 17 44 0.1 17 1
"60735" 151 89 21 1 "ByFB" 1 17 44 0.1 17 1
"60438" 151 89 22 1 "ByFB" 1 17 44 0.1 17 1
"60420" 151 89 23 1 "ByFB" 1 17 44 0.1 17 1
"61467" 151 89 24 1 "ByFB" 1 17 44 0.1 17 1
"61468" 151 89 25 1 "ByFB" 1 17 44 0.1 17 1
"63656" 151 90 1 0 "ByFB" 1 10 31 0.75 -49 1
"63657" 151 90 2 0 "ByFB" 1 10 31 0.75 -49 1
"62564" 151 90 3 0 "ByFB" 1 10 31 0.75 -49 1
"62565" 151 90 4 0 "ByFB" 1 10 31 0.75 -49 1
"62606" 151 90 5 0 "ByFB" 1 10 31 0.75 -49 1
"62567" 151 90 6 0 "ByFB" 1 10 31 0.75 -49 1
"62568" 151 90 7 1 "ByFB" 1 10 31 0.75 -49 1
"62569" 151 90 8 1 "ByFB" 1 10 31 0.75 -49 1
"62934" 151 90 9 1 "ByFB" 1 10 31 0.75 -49 1
"62935" 151 90 10 1 "ByFB" 1 10 31 0.75 -49 1
"62936" 151 90 11 0 "ByFB" 1 10 31 0.75 -49 1
"62573" 151 90 12 0 "ByFB" 1 10 31 0.75 -49 1
"62574" 151 90 13 0 "ByFB" 1 10 31 0.75 -49 1
"62696" 151 90 14 0 "ByFB" 1 10 31 0.75 -49 1
"62697" 151 90 15 0 "ByFB" 1 10 31 0.75 -49 1
"62577" 151 90 16 0 "ByFB" 1 10 31 0.75 -49 1
"62578" 151 90 17 1 "ByFB" 1 10 31 0.75 -49 1
"62579" 151 90 18 0 "ByFB" 1 10 31 0.75 -49 1
"62944" 151 90 19 0 "ByFB" 1 10 31 0.75 -49 1
"62945" 151 90 20 1 "ByFB" 1 10 31 0.75 -49 1
"62582" 151 90 21 1 "ByFB" 1 10 31 0.75 -49 1
"62583" 151 90 22 0 "ByFB" 1 10 31 0.75 -49 1
"62584" 151 90 23 0 "ByFB" 1 10 31 0.75 -49 1
"62585" 151 90 24 1 "ByFB" 1 10 31 0.75 -49 1
"62586" 151 90 25 0 "ByFB" 1 10 31 0.75 -49 1
"33066" 152 62 1 0 "ByFB" 1 25 45 0.2 17 1
"33797" 152 62 2 0 "ByFB" 1 25 45 0.2 17 1
"33798" 152 62 3 0 "ByFB" 1 25 45 0.2 17 1
"33799" 152 62 4 0 "ByFB" 1 25 45 0.2 17 1
"33800" 152 62 5 0 "ByFB" 1 25 45 0.2 17 1
"33801" 152 62 6 0 "ByFB" 1 25 45 0.2 17 1
"33802" 152 62 7 0 "ByFB" 1 25 45 0.2 17 1
"33803" 152 62 8 1 "ByFB" 1 25 45 0.2 17 1
"33804" 152 62 9 0 "ByFB" 1 25 45 0.2 17 1
"33805" 152 62 10 0 "ByFB" 1 25 45 0.2 17 1
"33806" 152 62 11 0 "ByFB" 1 25 45 0.2 17 1
"33807" 152 62 12 1 "ByFB" 1 25 45 0.2 17 1
"33808" 152 62 13 0 "ByFB" 1 25 45 0.2 17 1
"33809" 152 62 14 0 "ByFB" 1 25 45 0.2 17 1
"33810" 152 62 15 1 "ByFB" 1 25 45 0.2 17 1
"33811" 152 62 16 0 "ByFB" 1 25 45 0.2 17 1
"33812" 152 62 17 0 "ByFB" 1 25 45 0.2 17 1
"33813" 152 62 18 0 "ByFB" 1 25 45 0.2 17 1
"33814" 152 62 19 1 "ByFB" 1 25 45 0.2 17 1
"34179" 152 62 20 0 "ByFB" 1 25 45 0.2 17 1
"34180" 152 62 21 0 "ByFB" 1 25 45 0.2 17 1
"34181" 152 62 22 0 "ByFB" 1 25 45 0.2 17 1
"34182" 152 62 23 0 "ByFB" 1 25 45 0.2 17 1
"34183" 152 62 24 0 "ByFB" 1 25 45 0.2 17 1
"33820" 152 62 25 0 "ByFB" 1 25 45 0.2 17 1
"34549" 152 65 1 0 "ByFB" 0.4 -16 -5 1 -5 1
"34550" 152 65 2 0 "ByFB" 0.4 -16 -5 1 -5 1
"35280" 152 65 3 0 "ByFB" 0.4 -16 -5 1 -5 1
"35281" 152 65 4 0 "ByFB" 0.4 -16 -5 1 -5 1
"35282" 152 65 5 0 "ByFB" 0.4 -16 -5 1 -5 1
"35283" 152 65 6 0 "ByFB" 0.4 -16 -5 1 -5 1
"35284" 152 65 7 1 "ByFB" 0.4 -16 -5 1 -5 1
"35285" 152 65 8 0 "ByFB" 0.4 -16 -5 1 -5 1
"35286" 152 65 9 1 "ByFB" 0.4 -16 -5 1 -5 1
"35287" 152 65 10 0 "ByFB" 0.4 -16 -5 1 -5 1
"35288" 152 65 11 1 "ByFB" 0.4 -16 -5 1 -5 1
"35289" 152 65 12 1 "ByFB" 0.4 -16 -5 1 -5 1
"35290" 152 65 13 0 "ByFB" 0.4 -16 -5 1 -5 1
"35291" 152 65 14 1 "ByFB" 0.4 -16 -5 1 -5 1
"35292" 152 65 15 1 "ByFB" 0.4 -16 -5 1 -5 1
"35293" 152 65 16 1 "ByFB" 0.4 -16 -5 1 -5 1
"34930" 152 65 17 1 "ByFB" 0.4 -16 -5 1 -5 1
"34931" 152 65 18 1 "ByFB" 0.4 -16 -5 1 -5 1
"35296" 152 65 19 1 "ByFB" 0.4 -16 -5 1 -5 1
"35297" 152 65 20 1 "ByFB" 0.4 -16 -5 1 -5 1
"35298" 152 65 21 1 "ByFB" 0.4 -16 -5 1 -5 1
"35299" 152 65 22 1 "ByFB" 0.4 -16 -5 1 -5 1
"35300" 152 65 23 1 "ByFB" 0.4 -16 -5 1 -5 1
"35301" 152 65 24 0 "ByFB" 0.4 -16 -5 1 -5 1
"34938" 152 65 25 1 "ByFB" 0.4 -16 -5 1 -5 1
"36516" 152 68 1 1 "ByFB" 1 12 102 0.2 -14 1
"36517" 152 68 2 1 "ByFB" 1 12 102 0.2 -14 1
"36762" 152 68 3 1 "ByFB" 1 12 102 0.2 -14 1
"36763" 152 68 4 1 "ByFB" 1 12 102 0.2 -14 1
"36764" 152 68 5 1 "ByFB" 1 12 102 0.2 -14 1
"37494" 152 68 6 0 "ByFB" 1 12 102 0.2 -14 1
"37495" 152 68 7 0 "ByFB" 1 12 102 0.2 -14 1
"37496" 152 68 8 0 "ByFB" 1 12 102 0.2 -14 1
"37497" 152 68 9 0 "ByFB" 1 12 102 0.2 -14 1
"37498" 152 68 10 0 "ByFB" 1 12 102 0.2 -14 1
"37499" 152 68 11 0 "ByFB" 1 12 102 0.2 -14 1
"37500" 152 68 12 0 "ByFB" 1 12 102 0.2 -14 1
"37501" 152 68 13 0 "ByFB" 1 12 102 0.2 -14 1
"37502" 152 68 14 0 "ByFB" 1 12 102 0.2 -14 1
"37503" 152 68 15 0 "ByFB" 1 12 102 0.2 -14 1
"37504" 152 68 16 0 "ByFB" 1 12 102 0.2 -14 1
"37141" 152 68 17 1 "ByFB" 1 12 102 0.2 -14 1
"37142" 152 68 18 1 "ByFB" 1 12 102 0.2 -14 1
"37143" 152 68 19 1 "ByFB" 1 12 102 0.2 -14 1
"37144" 152 68 20 1 "ByFB" 1 12 102 0.2 -14 1
"37509" 152 68 21 1 "ByFB" 1 12 102 0.2 -14 1
"37510" 152 68 22 1 "ByFB" 1 12 102 0.2 -14 1
"37511" 152 68 23 1 "ByFB" 1 12 102 0.2 -14 1
"37512" 152 68 24 1 "ByFB" 1 12 102 0.2 -14 1
"37149" 152 68 25 1 "ByFB" 1 12 102 0.2 -14 1
"38523" 152 70 1 1 "ByFB" 1 18 35 0.75 -19 1
"38498" 152 70 2 1 "ByFB" 1 18 35 0.75 -19 1
"38486" 152 70 3 1 "ByFB" 1 18 35 0.75 -19 1
"38608" 152 70 4 1 "ByFB" 1 18 35 0.75 -19 1
"38488" 152 70 5 1 "ByFB" 1 18 35 0.75 -19 1
"38613" 152 70 6 1 "ByFB" 1 18 35 0.75 -19 1
"38614" 152 70 7 1 "ByFB" 1 18 35 0.75 -19 1
"39346" 152 70 8 1 "ByFB" 1 18 35 0.75 -19 1
"39347" 152 70 9 1 "ByFB" 1 18 35 0.75 -19 1
"39348" 152 70 10 1 "ByFB" 1 18 35 0.75 -19 1
"39349" 152 70 11 1 "ByFB" 1 18 35 0.75 -19 1
"39714" 152 70 12 1 "ByFB" 1 18 35 0.75 -19 1
"39715" 152 70 13 1 "ByFB" 1 18 35 0.75 -19 1
"39716" 152 70 14 1 "ByFB" 1 18 35 0.75 -19 1
"39717" 152 70 15 1 "ByFB" 1 18 35 0.75 -19 1
"39354" 152 70 16 1 "ByFB" 1 18 35 0.75 -19 1
"39355" 152 70 17 1 "ByFB" 1 18 35 0.75 -19 1
"39356" 152 70 18 1 "ByFB" 1 18 35 0.75 -19 1
"39357" 152 70 19 1 "ByFB" 1 18 35 0.75 -19 1
"39358" 152 70 20 1 "ByFB" 1 18 35 0.75 -19 1
"39359" 152 70 21 1 "ByFB" 1 18 35 0.75 -19 1
"39724" 152 70 22 1 "ByFB" 1 18 35 0.75 -19 1
"39725" 152 70 23 1 "ByFB" 1 18 35 0.75 -19 1
"39726" 152 70 24 1 "ByFB" 1 18 35 0.75 -19 1
"38755" 152 70 25 1 "ByFB" 1 18 35 0.75 -19 1
"40617" 152 71 1 1 "ByFB" 0.6 -20 76 0.2 -26 1
"40578" 152 71 2 1 "ByFB" 0.6 -20 76 0.2 -26 1
"40579" 152 71 3 1 "ByFB" 0.6 -20 76 0.2 -26 1
"40701" 152 71 4 1 "ByFB" 0.6 -20 76 0.2 -26 1
"40825" 152 71 5 1 "ByFB" 0.6 -20 76 0.2 -26 1
"40826" 152 71 6 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41556" 152 71 7 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41557" 152 71 8 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41558" 152 71 9 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41559" 152 71 10 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41560" 152 71 11 1 "ByFB" 0.6 -20 76 0.2 -26 1
"41561" 152 71 12 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41562" 152 71 13 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41927" 152 71 14 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41928" 152 71 15 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41565" 152 71 16 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41566" 152 71 17 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41567" 152 71 18 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41568" 152 71 19 0 "ByFB" 0.6 -20 76 0.2 -26 1
"41569" 152 71 20 1 "ByFB" 0.6 -20 76 0.2 -26 1
"41570" 152 71 21 1 "ByFB" 0.6 -20 76 0.2 -26 1
"41571" 152 71 22 0 "ByFB" 0.6 -20 76 0.2 -26 1
