"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"43316" 1325 15 13 1 "ByFB" 1 7 50 0.5 1 1
"43561" 1325 15 14 1 "ByFB" 1 7 50 0.5 1 1
"41004" 1325 15 15 1 "ByFB" 1 7 50 0.5 1 1
"41005" 1325 15 16 1 "ByFB" 1 7 50 0.5 1 1
"41614" 1325 15 17 1 "ByFB" 1 7 50 0.5 1 1
"41615" 1325 15 18 1 "ByFB" 1 7 50 0.5 1 1
"41616" 1325 15 19 1 "ByFB" 1 7 50 0.5 1 1
"41617" 1325 15 20 1 "ByFB" 1 7 50 0.5 1 1
"41982" 1325 15 21 1 "ByFB" 1 7 50 0.5 1 1
"42348" 1325 15 22 1 "ByFB" 1 7 50 0.5 1 1
"42349" 1325 15 23 1 "ByFB" 1 7 50 0.5 1 1
"42350" 1325 15 24 1 "ByFB" 1 7 50 0.5 1 1
"42351" 1325 15 25 1 "ByFB" 1 7 50 0.5 1 1
"46364" 1325 16 1 0 "ByFB" 1 7 50 0.5 -1 1
"46365" 1325 16 2 0 "ByFB" 1 7 50 0.5 -1 1
"46003" 1325 16 3 0 "ByFB" 1 7 50 0.5 -1 1
"45640" 1325 16 4 0 "ByFB" 1 7 50 0.5 -1 1
"45641" 1325 16 5 1 "ByFB" 1 7 50 0.5 -1 1
"46006" 1325 16 6 0 "ByFB" 1 7 50 0.5 -1 1
"46007" 1325 16 7 1 "ByFB" 1 7 50 0.5 -1 1
"46008" 1325 16 8 0 "ByFB" 1 7 50 0.5 -1 1
"46373" 1325 16 9 1 "ByFB" 1 7 50 0.5 -1 1
"46374" 1325 16 10 0 "ByFB" 1 7 50 0.5 -1 1
"46618" 1325 16 11 0 "ByFB" 1 7 50 0.5 -1 1
"46619" 1325 16 12 1 "ByFB" 1 7 50 0.5 -1 1
"46580" 1325 16 13 1 "ByFB" 1 7 50 0.5 -1 1
"46621" 1325 16 14 1 "ByFB" 1 7 50 0.5 -1 1
"44188" 1325 16 15 1 "ByFB" 1 7 50 0.5 -1 1
"44553" 1325 16 16 1 "ByFB" 1 7 50 0.5 -1 1
"44554" 1325 16 17 1 "ByFB" 1 7 50 0.5 -1 1
"44555" 1325 16 18 1 "ByFB" 1 7 50 0.5 -1 1
"44556" 1325 16 19 1 "ByFB" 1 7 50 0.5 -1 1
"44557" 1325 16 20 1 "ByFB" 1 7 50 0.5 -1 1
"44558" 1325 16 21 1 "ByFB" 1 7 50 0.5 -1 1
"44559" 1325 16 22 1 "ByFB" 1 7 50 0.5 -1 1
"44560" 1325 16 23 1 "ByFB" 1 7 50 0.5 -1 1
"44561" 1325 16 24 1 "ByFB" 1 7 50 0.5 -1 1
"44562" 1325 16 25 1 "ByFB" 1 7 50 0.5 -1 1
"48210" 1325 17 1 1 "ByFB" 1 30 50 0.5 1 1
"48211" 1325 17 2 1 "ByFB" 1 30 50 0.5 1 1
"48212" 1325 17 3 1 "ByFB" 1 30 50 0.5 1 1
"47849" 1325 17 4 1 "ByFB" 1 30 50 0.5 1 1
"47850" 1325 17 5 1 "ByFB" 1 30 50 0.5 1 1
"49676" 1325 17 6 1 "ByFB" 1 30 50 0.5 1 1
"49677" 1325 17 7 1 "ByFB" 1 30 50 0.5 1 1
"49678" 1325 17 8 1 "ByFB" 1 30 50 0.5 1 1
"49681" 1325 17 9 1 "ByFB" 1 30 50 0.5 1 1
"49682" 1325 17 10 1 "ByFB" 1 30 50 0.5 1 1
"49317" 1325 17 11 1 "ByFB" 1 30 50 0.5 1 1
"49318" 1325 17 12 1 "ByFB" 1 30 50 0.5 1 1
"49685" 1325 17 13 0 "ByFB" 1 30 50 0.5 1 1
"49686" 1325 17 14 1 "ByFB" 1 30 50 0.5 1 1
"48224" 1325 17 15 1 "ByFB" 1 30 50 0.5 1 1
"48225" 1325 17 16 1 "ByFB" 1 30 50 0.5 1 1
"49919" 1325 17 17 1 "ByFB" 1 30 50 0.5 1 1
"49688" 1325 17 18 0 "ByFB" 1 30 50 0.5 1 1
"49689" 1325 17 19 1 "ByFB" 1 30 50 0.5 1 1
"49950" 1325 17 20 0 "ByFB" 1 30 50 0.5 1 1
"49936" 1325 17 21 1 "ByFB" 1 30 50 0.5 1 1
"49692" 1325 17 22 1 "ByFB" 1 30 50 0.5 1 1
"49693" 1325 17 23 1 "ByFB" 1 30 50 0.5 1 1
"49694" 1325 17 24 1 "ByFB" 1 30 50 0.5 1 1
"49695" 1325 17 25 0 "ByFB" 1 30 50 0.5 1 1
"52617" 1325 18 1 1 "ByFB" 1 30 50 0.5 -1 1
"52956" 1325 18 2 1 "ByFB" 1 30 50 0.5 -1 1
"52619" 1325 18 3 1 "ByFB" 1 30 50 0.5 -1 1
"52620" 1325 18 4 0 "ByFB" 1 30 50 0.5 -1 1
"52621" 1325 18 5 0 "ByFB" 1 30 50 0.5 -1 1
"52973" 1325 18 6 1 "ByFB" 1 30 50 0.5 -1 1
"52947" 1325 18 7 1 "ByFB" 1 30 50 0.5 -1 1
"52909" 1325 18 8 1 "ByFB" 1 30 50 0.5 -1 1
"52910" 1325 18 9 1 "ByFB" 1 30 50 0.5 -1 1
"52991" 1325 18 10 1 "ByFB" 1 30 50 0.5 -1 1
"52625" 1325 18 11 1 "ByFB" 1 30 50 0.5 -1 1
"52626" 1325 18 12 1 "ByFB" 1 30 50 0.5 -1 1
"52627" 1325 18 13 0 "ByFB" 1 30 50 0.5 -1 1
"52871" 1325 18 14 0 "ByFB" 1 30 50 0.5 -1 1
"51168" 1325 18 15 1 "ByFB" 1 30 50 0.5 -1 1
"51169" 1325 18 16 1 "ByFB" 1 30 50 0.5 -1 1
"51170" 1325 18 17 0 "ByFB" 1 30 50 0.5 -1 1
"51171" 1325 18 18 0 "ByFB" 1 30 50 0.5 -1 1
"51172" 1325 18 19 0 "ByFB" 1 30 50 0.5 -1 1
"51173" 1325 18 20 0 "ByFB" 1 30 50 0.5 -1 1
"51174" 1325 18 21 0 "ByFB" 1 30 50 0.5 -1 1
"50445" 1325 18 22 0 "ByFB" 1 30 50 0.5 -1 1
"50446" 1325 18 23 0 "ByFB" 1 30 50 0.5 -1 1
"51176" 1325 18 24 0 "ByFB" 1 30 50 0.5 -1 1
"51177" 1325 18 25 0 "ByFB" 1 30 50 0.5 -1 1
"55920" 1325 24 1 1 "ByFB" 1 -2 -1 0.5 -3 1
"55921" 1325 24 2 1 "ByFB" 1 -2 -1 0.5 -3 1
"55558" 1325 24 3 1 "ByFB" 1 -2 -1 0.5 -3 1
"55924" 1325 24 4 1 "ByFB" 1 -2 -1 0.5 -3 1
"55925" 1325 24 5 1 "ByFB" 1 -2 -1 0.5 -3 1
"55926" 1325 24 6 0 "ByFB" 1 -2 -1 0.5 -3 1
"55927" 1325 24 7 1 "ByFB" 1 -2 -1 0.5 -3 1
"55928" 1325 24 8 0 "ByFB" 1 -2 -1 0.5 -3 1
"56174" 1325 24 9 1 "ByFB" 1 -2 -1 0.5 -3 1
"56175" 1325 24 10 0 "ByFB" 1 -2 -1 0.5 -3 1
"56052" 1325 24 11 0 "ByFB" 1 -2 -1 0.5 -3 1
"56053" 1325 24 12 0 "ByFB" 1 -2 -1 0.5 -3 1
"56054" 1325 24 13 0 "ByFB" 1 -2 -1 0.5 -3 1
"56125" 1325 24 14 0 "ByFB" 1 -2 -1 0.5 -3 1
"55201" 1325 24 15 0 "ByFB" 1 -2 -1 0.5 -3 1
"55202" 1325 24 16 0 "ByFB" 1 -2 -1 0.5 -3 1
"55932" 1325 24 17 0 "ByFB" 1 -2 -1 0.5 -3 1
"55933" 1325 24 18 0 "ByFB" 1 -2 -1 0.5 -3 1
"55934" 1325 24 19 0 "ByFB" 1 -2 -1 0.5 -3 1
"55935" 1325 24 20 0 "ByFB" 1 -2 -1 0.5 -3 1
"55936" 1325 24 21 0 "ByFB" 1 -2 -1 0.5 -3 1
"55207" 1325 24 22 0 "ByFB" 1 -2 -1 0.5 -3 1
"55208" 1325 24 23 0 "ByFB" 1 -2 -1 0.5 -3 1
"55209" 1325 24 24 1 "ByFB" 1 -2 -1 0.5 -3 1
"55210" 1325 24 25 0 "ByFB" 1 -2 -1 0.5 -3 1
"59224" 1325 25 1 1 "ByFB" 1 2 3 0.5 1 1
"59225" 1325 25 2 1 "ByFB" 1 2 3 0.5 1 1
"59226" 1325 25 3 1 "ByFB" 1 2 3 0.5 1 1
"58863" 1325 25 4 1 "ByFB" 1 2 3 0.5 1 1
"58864" 1325 25 5 1 "ByFB" 1 2 3 0.5 1 1
"58865" 1325 25 6 1 "ByFB" 1 2 3 0.5 1 1
"59190" 1325 25 7 1 "ByFB" 1 2 3 0.5 1 1
"59110" 1325 25 8 1 "ByFB" 1 2 3 0.5 1 1
"59111" 1325 25 9 1 "ByFB" 1 2 3 0.5 1 1
"59112" 1325 25 10 1 "ByFB" 1 2 3 0.5 1 1
"58504" 1325 25 11 1 "ByFB" 1 2 3 0.5 1 1
"58505" 1325 25 12 1 "ByFB" 1 2 3 0.5 1 1
"59277" 1325 25 13 1 "ByFB" 1 2 3 0.5 1 1
"59237" 1325 25 14 1 "ByFB" 1 2 3 0.5 1 1
"57047" 1325 25 15 1 "ByFB" 1 2 3 0.5 1 1
"57777" 1325 25 16 1 "ByFB" 1 2 3 0.5 1 1
"57778" 1325 25 17 1 "ByFB" 1 2 3 0.5 1 1
"58143" 1325 25 18 1 "ByFB" 1 2 3 0.5 1 1
"57780" 1325 25 19 1 "ByFB" 1 2 3 0.5 1 1
"58874" 1325 25 20 1 "ByFB" 1 2 3 0.5 1 1
"58875" 1325 25 21 1 "ByFB" 1 2 3 0.5 1 1
"57782" 1325 25 22 1 "ByFB" 1 2 3 0.5 1 1
"57783" 1325 25 23 1 "ByFB" 1 2 3 0.5 1 1
"57784" 1325 25 24 1 "ByFB" 1 2 3 0.5 1 1
"57785" 1325 25 25 1 "ByFB" 1 2 3 0.5 1 1
"62164" 1325 26 1 0 "ByFB" 1 16 50 0.4 1 1
"62166" 1325 26 2 0 "ByFB" 1 16 50 0.4 1 1
"61803" 1325 26 3 0 "ByFB" 1 16 50 0.4 1 1
"61804" 1325 26 4 0 "ByFB" 1 16 50 0.4 1 1
"61805" 1325 26 5 0 "ByFB" 1 16 50 0.4 1 1
"62280" 1325 26 6 1 "ByFB" 1 16 50 0.4 1 1
"62294" 1325 26 7 1 "ByFB" 1 16 50 0.4 1 1
"62296" 1325 26 8 0 "ByFB" 1 16 50 0.4 1 1
"62377" 1325 26 9 0 "ByFB" 1 16 50 0.4 1 1
"62297" 1325 26 10 1 "ByFB" 1 16 50 0.4 1 1
"62174" 1325 26 11 0 "ByFB" 1 16 50 0.4 1 1
"62175" 1325 26 12 0 "ByFB" 1 16 50 0.4 1 1
"62176" 1325 26 13 1 "ByFB" 1 16 50 0.4 1 1
"62302" 1325 26 14 1 "ByFB" 1 16 50 0.4 1 1
"61445" 1325 26 15 0 "ByFB" 1 16 50 0.4 1 1
"61446" 1325 26 16 1 "ByFB" 1 16 50 0.4 1 1
"61447" 1325 26 17 0 "ByFB" 1 16 50 0.4 1 1
"61448" 1325 26 18 0 "ByFB" 1 16 50 0.4 1 1
"61813" 1325 26 19 1 "ByFB" 1 16 50 0.4 1 1
"61814" 1325 26 20 1 "ByFB" 1 16 50 0.4 1 1
"61815" 1325 26 21 0 "ByFB" 1 16 50 0.4 1 1
"61086" 1325 26 22 0 "ByFB" 1 16 50 0.4 1 1
"61087" 1325 26 23 1 "ByFB" 1 16 50 0.4 1 1
"61088" 1325 26 24 1 "ByFB" 1 16 50 0.4 1 1
"61089" 1325 26 25 0 "ByFB" 1 16 50 0.4 1 1
"65467" 1325 29 1 1 "ByFB" 1 2 3 1 3 1
"65468" 1325 29 2 1 "ByFB" 1 2 3 1 3 1
"65469" 1325 29 3 1 "ByFB" 1 2 3 1 3 1
"65470" 1325 29 4 1 "ByFB" 1 2 3 1 3 1
"65471" 1325 29 5 1 "ByFB" 1 2 3 1 3 1
"65472" 1325 29 6 1 "ByFB" 1 2 3 1 3 1
"65473" 1325 29 7 1 "ByFB" 1 2 3 1 3 1
"65474" 1325 29 8 1 "ByFB" 1 2 3 1 3 1
"65475" 1325 29 9 1 "ByFB" 1 2 3 1 3 1
"65476" 1325 29 10 1 "ByFB" 1 2 3 1 3 1
"65477" 1325 29 11 1 "ByFB" 1 2 3 1 3 1
"65478" 1325 29 12 1 "ByFB" 1 2 3 1 3 1
"65479" 1325 29 13 1 "ByFB" 1 2 3 1 3 1
"65480" 1325 29 14 1 "ByFB" 1 2 3 1 3 1
"65481" 1325 29 15 1 "ByFB" 1 2 3 1 3 1
"65482" 1325 29 16 1 "ByFB" 1 2 3 1 3 1
"65483" 1325 29 17 1 "ByFB" 1 2 3 1 3 1
"65484" 1325 29 18 1 "ByFB" 1 2 3 1 3 1
"65485" 1325 29 19 1 "ByFB" 1 2 3 1 3 1
"65486" 1325 29 20 1 "ByFB" 1 2 3 1 3 1
"65487" 1325 29 21 1 "ByFB" 1 2 3 1 3 1
"65488" 1325 29 22 1 "ByFB" 1 2 3 1 3 1
"65489" 1325 29 23 1 "ByFB" 1 2 3 1 3 1
"65490" 1325 29 24 1 "ByFB" 1 2 3 1 3 1
"65491" 1325 29 25 1 "ByFB" 1 2 3 1 3 1
"2809" 1330 1 1 1 "ByFB" 1 3 4 0.8 0 1
"2446" 1330 1 2 1 "ByFB" 1 3 4 0.8 0 1
"2447" 1330 1 3 1 "ByFB" 1 3 4 0.8 0 1
"2448" 1330 1 4 1 "ByFB" 1 3 4 0.8 0 1
"2813" 1330 1 5 1 "ByFB" 1 3 4 0.8 0 1
"3018" 1330 1 6 1 "ByFB" 1 3 4 0.8 0 1
"2992" 1330 1 7 1 "ByFB" 1 3 4 0.8 0 1
"3033" 1330 1 8 1 "ByFB" 1 3 4 0.8 0 1
"2939" 1330 1 9 1 "ByFB" 1 3 4 0.8 0 1
"2819" 1330 1 10 1 "ByFB" 1 3 4 0.8 0 1
"2817" 1330 1 11 1 "ByFB" 1 3 4 0.8 0 1
"2818" 1330 1 12 1 "ByFB" 1 3 4 0.8 0 1
"3039" 1330 1 13 1 "ByFB" 1 3 4 0.8 0 1
"2986" 1330 1 14 1 "ByFB" 1 3 4 0.8 0 1
"1724" 1330 1 15 1 "ByFB" 1 3 4 0.8 0 1
"1725" 1330 1 16 1 "ByFB" 1 3 4 0.8 0 1
"1726" 1330 1 17 1 "ByFB" 1 3 4 0.8 0 1
"2091" 1330 1 18 1 "ByFB" 1 3 4 0.8 0 1
"2092" 1330 1 19 1 "ByFB" 1 3 4 0.8 0 1
"2093" 1330 1 20 1 "ByFB" 1 3 4 0.8 0 1
"2094" 1330 1 21 1 "ByFB" 1 3 4 0.8 0 1
"1001" 1330 1 22 1 "ByFB" 1 3 4 0.8 0 1
"1002" 1330 1 23 1 "ByFB" 1 3 4 0.8 0 1
"1003" 1330 1 24 1 "ByFB" 1 3 4 0.8 0 1
"1004" 1330 1 25 1 "ByFB" 1 3 4 0.8 0 1
"6111" 1330 2 1 0 "ByFB" 0.25 0 4 0.2 0 1
"6112" 1330 2 2 0 "ByFB" 0.25 0 4 0.2 0 1
"6113" 1330 2 3 0 "ByFB" 0.25 0 4 0.2 0 1
"6187" 1330 2 4 0 "ByFB" 0.25 0 4 0.2 0 1
"6090" 1330 2 5 0 "ByFB" 0.25 0 4 0.2 0 1
"6104" 1330 2 6 1 "ByFB" 0.25 0 4 0.2 0 1
"6092" 1330 2 7 1 "ByFB" 0.25 0 4 0.2 0 1
"6093" 1330 2 8 1 "ByFB" 0.25 0 4 0.2 0 1
"6217" 1330 2 9 1 "ByFB" 0.25 0 4 0.2 0 1
"6191" 1330 2 10 1 "ByFB" 0.25 0 4 0.2 0 1
"6081" 1330 2 11 0 "ByFB" 0.25 0 4 0.2 0 1
"6001" 1330 2 12 1 "ByFB" 0.25 0 4 0.2 0 1
"6123" 1330 2 13 1 "ByFB" 0.25 0 4 0.2 0 1
"6084" 1330 2 14 1 "ByFB" 0.25 0 4 0.2 0 1
"5392" 1330 2 15 1 "ByFB" 0.25 0 4 0.2 0 1
"5393" 1330 2 16 1 "ByFB" 0.25 0 4 0.2 0 1
"5394" 1330 2 17 1 "ByFB" 0.25 0 4 0.2 0 1
"5760" 1330 2 18 1 "ByFB" 0.25 0 4 0.2 0 1
"6004" 1330 2 19 0 "ByFB" 0.25 0 4 0.2 0 1
"6126" 1330 2 20 1 "ByFB" 0.25 0 4 0.2 0 1
"6047" 1330 2 21 1 "ByFB" 0.25 0 4 0.2 0 1
"5398" 1330 2 22 1 "ByFB" 0.25 0 4 0.2 0 1
"5399" 1330 2 23 1 "ByFB" 0.25 0 4 0.2 0 1
"5968" 1330 2 24 1 "ByFB" 0.25 0 4 0.2 0 1
"5929" 1330 2 25 1 "ByFB" 0.25 0 4 0.2 0 1
"9052" 1330 3 1 1 "ByFB" 1 -1 0 0.5 -2 1
"9053" 1330 3 2 1 "ByFB" 1 -1 0 0.5 -2 1
"8690" 1330 3 3 1 "ByFB" 1 -1 0 0.5 -2 1
"9055" 1330 3 4 1 "ByFB" 1 -1 0 0.5 -2 1
"9056" 1330 3 5 1 "ByFB" 1 -1 0 0.5 -2 1
"9302" 1330 3 6 1 "ByFB" 1 -1 0 0.5 -2 1
"9180" 1330 3 7 1 "ByFB" 1 -1 0 0.5 -2 1
"9181" 1330 3 8 1 "ByFB" 1 -1 0 0.5 -2 1
"9182" 1330 3 9 0 "ByFB" 1 -1 0 0.5 -2 1
"9305" 1330 3 10 1 "ByFB" 1 -1 0 0.5 -2 1
"9060" 1330 3 11 1 "ByFB" 1 -1 0 0.5 -2 1
"9061" 1330 3 12 0 "ByFB" 1 -1 0 0.5 -2 1
"9184" 1330 3 13 1 "ByFB" 1 -1 0 0.5 -2 1
"9306" 1330 3 14 0 "ByFB" 1 -1 0 0.5 -2 1
"7603" 1330 3 15 1 "ByFB" 1 -1 0 0.5 -2 1
"7604" 1330 3 16 0 "ByFB" 1 -1 0 0.5 -2 1
"7605" 1330 3 17 0 "ByFB" 1 -1 0 0.5 -2 1
"7970" 1330 3 18 1 "ByFB" 1 -1 0 0.5 -2 1
"7971" 1330 3 19 1 "ByFB" 1 -1 0 0.5 -2 1
"7608" 1330 3 20 1 "ByFB" 1 -1 0 0.5 -2 1
"8702" 1330 3 21 1 "ByFB" 1 -1 0 0.5 -2 1
"7609" 1330 3 22 0 "ByFB" 1 -1 0 0.5 -2 1
"7610" 1330 3 23 0 "ByFB" 1 -1 0 0.5 -2 1
"7611" 1330 3 24 0 "ByFB" 1 -1 0 0.5 -2 1
"7612" 1330 3 25 0 "ByFB" 1 -1 0 0.5 -2 1
"12234" 1330 4 1 0 "ByFB" 1 1 2 0.5 0 1
"12456" 1330 4 2 0 "ByFB" 1 1 2 0.5 0 1
"12306" 1330 4 3 0 "ByFB" 1 1 2 0.5 0 1
"11995" 1330 4 4 0 "ByFB" 1 1 2 0.5 0 1
"11996" 1330 4 5 0 "ByFB" 1 1 2 0.5 0 1
"11997" 1330 4 6 0 "ByFB" 1 1 2 0.5 0 1
"12419" 1330 4 7 0 "ByFB" 1 1 2 0.5 0 1
"12352" 1330 4 8 0 "ByFB" 1 1 2 0.5 0 1
"12366" 1330 4 9 1 "ByFB" 1 1 2 0.5 0 1
"12367" 1330 4 10 1 "ByFB" 1 1 2 0.5 0 1
"12244" 1330 4 11 0 "ByFB" 1 1 2 0.5 0 1
"12245" 1330 4 12 0 "ByFB" 1 1 2 0.5 0 1
"12359" 1330 4 13 0 "ByFB" 1 1 2 0.5 0 1
"12240" 1330 4 14 0 "ByFB" 1 1 2 0.5 0 1
"11636" 1330 4 15 0 "ByFB" 1 1 2 0.5 0 1
"12002" 1330 4 16 1 "ByFB" 1 1 2 0.5 0 1
"12003" 1330 4 17 0 "ByFB" 1 1 2 0.5 0 1
"12247" 1330 4 18 0 "ByFB" 1 1 2 0.5 0 1
"12127" 1330 4 19 0 "ByFB" 1 1 2 0.5 0 1
"12249" 1330 4 20 0 "ByFB" 1 1 2 0.5 0 1
"12305" 1330 4 21 0 "ByFB" 1 1 2 0.5 0 1
"11642" 1330 4 22 1 "ByFB" 1 1 2 0.5 0 1
"11643" 1330 4 23 1 "ByFB" 1 1 2 0.5 0 1
"11644" 1330 4 24 1 "ByFB" 1 1 2 0.5 0 1
"11645" 1330 4 25 0 "ByFB" 1 1 2 0.5 0 1
"15590" 1330 5 1 0 "ByFB" 1 -3 0 0.2 -4 1
"15296" 1330 5 2 0 "ByFB" 1 -3 0 0.2 -4 1
"15297" 1330 5 3 0 "ByFB" 1 -3 0 0.2 -4 1
"15623" 1330 5 4 0 "ByFB" 1 -3 0 0.2 -4 1
"15613" 1330 5 5 0 "ByFB" 1 -3 0 0.2 -4 1
"15543" 1330 5 6 0 "ByFB" 1 -3 0 0.2 -4 1
"15617" 1330 5 7 0 "ByFB" 1 -3 0 0.2 -4 1
"15583" 1330 5 8 0 "ByFB" 1 -3 0 0.2 -4 1
"15618" 1330 5 9 0 "ByFB" 1 -3 0 0.2 -4 1
"15547" 1330 5 10 0 "ByFB" 1 -3 0 0.2 -4 1
"14939" 1330 5 11 0 "ByFB" 1 -3 0 0.2 -4 1
"14940" 1330 5 12 1 "ByFB" 1 -3 0 0.2 -4 1
"15305" 1330 5 13 0 "ByFB" 1 -3 0 0.2 -4 1
"15306" 1330 5 14 0 "ByFB" 1 -3 0 0.2 -4 1
"13482" 1330 5 15 0 "ByFB" 1 -3 0 0.2 -4 1
"13483" 1330 5 16 1 "ByFB" 1 -3 0 0.2 -4 1
"13484" 1330 5 17 0 "ByFB" 1 -3 0 0.2 -4 1
"13849" 1330 5 18 0 "ByFB" 1 -3 0 0.2 -4 1
"13850" 1330 5 19 0 "ByFB" 1 -3 0 0.2 -4 1
"13851" 1330 5 20 0 "ByFB" 1 -3 0 0.2 -4 1
"13488" 1330 5 21 0 "ByFB" 1 -3 0 0.2 -4 1
"13489" 1330 5 22 1 "ByFB" 1 -3 0 0.2 -4 1
"13490" 1330 5 23 0 "ByFB" 1 -3 0 0.2 -4 1
"14222" 1330 5 24 0 "ByFB" 1 -3 0 0.2 -4 1
"14223" 1330 5 25 0 "ByFB" 1 -3 0 0.2 -4 1
"17873" 1330 6 1 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18483" 1330 6 2 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18677" 1330 6 3 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18606" 1330 6 4 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18486" 1330 6 5 1 "ByFB" 0.75 -3 0 0.8 -4 1
"17880" 1330 6 6 1 "ByFB" 0.75 -3 0 0.8 -4 1
"17881" 1330 6 7 1 "ByFB" 0.75 -3 0 0.8 -4 1
"17882" 1330 6 8 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18247" 1330 6 9 0 "ByFB" 0.75 -3 0 0.8 -4 1
"18248" 1330 6 10 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18249" 1330 6 11 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18250" 1330 6 12 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18251" 1330 6 13 1 "ByFB" 0.75 -3 0 0.8 -4 1
"18252" 1330 6 14 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16426" 1330 6 15 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16427" 1330 6 16 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16428" 1330 6 17 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16429" 1330 6 18 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16430" 1330 6 19 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16431" 1330 6 20 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16432" 1330 6 21 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16433" 1330 6 22 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16434" 1330 6 23 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16435" 1330 6 24 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16436" 1330 6 25 1 "ByFB" 0.75 -3 0 0.8 -4 1
"20084" 1330 7 1 1 "ByFB" 1 -1 0 0.95 -20 1
"20449" 1330 7 2 1 "ByFB" 1 -1 0 0.95 -20 1
"20450" 1330 7 3 1 "ByFB" 1 -1 0 0.95 -20 1
"20451" 1330 7 4 0 "ByFB" 1 -1 0 0.95 -20 1
"20452" 1330 7 5 1 "ByFB" 1 -1 0 0.95 -20 1
"20453" 1330 7 6 1 "ByFB" 1 -1 0 0.95 -20 1
"20090" 1330 7 7 1 "ByFB" 1 -1 0 0.95 -20 1
"20091" 1330 7 8 1 "ByFB" 1 -1 0 0.95 -20 1
"20092" 1330 7 9 1 "ByFB" 1 -1 0 0.95 -20 1
"20093" 1330 7 10 1 "ByFB" 1 -1 0 0.95 -20 1
"20823" 1330 7 11 1 "ByFB" 1 -1 0 0.95 -20 1
"20824" 1330 7 12 1 "ByFB" 1 -1 0 0.95 -20 1
"20825" 1330 7 13 1 "ByFB" 1 -1 0 0.95 -20 1
"21190" 1330 7 14 1 "ByFB" 1 -1 0 0.95 -20 1
"19364" 1330 7 15 1 "ByFB" 1 -1 0 0.95 -20 1
"19122" 1330 7 16 1 "ByFB" 1 -1 0 0.95 -20 1
"18920" 1330 7 17 1 "ByFB" 1 -1 0 0.95 -20 1
"18853" 1330 7 18 1 "ByFB" 1 -1 0 0.95 -20 1
"19043" 1330 7 19 1 "ByFB" 1 -1 0 0.95 -20 1
"19734" 1330 7 20 1 "ByFB" 1 -1 0 0.95 -20 1
"19735" 1330 7 21 1 "ByFB" 1 -1 0 0.95 -20 1
"19736" 1330 7 22 1 "ByFB" 1 -1 0 0.95 -20 1
"19737" 1330 7 23 1 "ByFB" 1 -1 0 0.95 -20 1
"19739" 1330 7 24 1 "ByFB" 1 -1 0 0.95 -20 1
"19740" 1330 7 25 1 "ByFB" 1 -1 0 0.95 -20 1
"23753" 1330 8 1 1 "ByFB" 1 1 20 0.05 0 1
"23754" 1330 8 2 1 "ByFB" 1 1 20 0.05 0 1
"24119" 1330 8 3 0 "ByFB" 1 1 20 0.05 0 1
"24120" 1330 8 4 0 "ByFB" 1 1 20 0.05 0 1
"24121" 1330 8 5 0 "ByFB" 1 1 20 0.05 0 1
"23759" 1330 8 6 0 "ByFB" 1 1 20 0.05 0 1
"23760" 1330 8 7 0 "ByFB" 1 1 20 0.05 0 1
"24125" 1330 8 8 0 "ByFB" 1 1 20 0.05 0 1
"24490" 1330 8 9 0 "ByFB" 1 1 20 0.05 0 1
"24491" 1330 8 10 0 "ByFB" 1 1 20 0.05 0 1
"24492" 1330 8 11 0 "ByFB" 1 1 20 0.05 0 1
"24493" 1330 8 12 0 "ByFB" 1 1 20 0.05 0 1
"24494" 1330 8 13 0 "ByFB" 1 1 20 0.05 0 1
"24495" 1330 8 14 0 "ByFB" 1 1 20 0.05 0 1
"22102" 1330 8 15 0 "ByFB" 1 1 20 0.05 0 1
"22306" 1330 8 16 0 "ByFB" 1 1 20 0.05 0 1
"22307" 1330 8 17 1 "ByFB" 1 1 20 0.05 0 1
"22308" 1330 8 18 0 "ByFB" 1 1 20 0.05 0 1
"22430" 1330 8 19 0 "ByFB" 1 1 20 0.05 0 1
"22431" 1330 8 20 0 "ByFB" 1 1 20 0.05 0 1
"22311" 1330 8 21 0 "ByFB" 1 1 20 0.05 0 1
"22312" 1330 8 22 0 "ByFB" 1 1 20 0.05 0 1
"22677" 1330 8 23 0 "ByFB" 1 1 20 0.05 0 1
"22111" 1330 8 24 0 "ByFB" 1 1 20 0.05 0 1
